Key,Description,en,ko
ah94-tutorials:ah94tut_intro:-376660370,Text from a tutorial.,"Don't worry about memorizing everything now.
We'll go into more details in later sessions.","지금 모든 것을 외우려고 하지 않아도 됩니다.
자세한 내용은 이후 세션에서 다룹니다."
ah94-tutorials:ah94tut_intro:1034937162,Text from a tutorial.,Close door,문을 닫으십시오.
ah94-tutorials:ah94tut_intro:-316527414,Text from a tutorial.,The AH-94 is a twin turboshaft attack helicopter with a tandem cockpit for two crew members.,AH-94는 승무원 2명이 앞뒤로 탑승하는 탠덤 조종석을 갖춘 쌍발 터보샤프트 공격 헬리콥터입니다.
ah94-tutorials:ah94tut_intro:1752602625,Text from a tutorial.,It has a traditional rotor configuration of a large main rotor and small tail rotor.,큰 주 로터와 작은 꼬리 로터로 이루어진 전통적인 로터 구성을 갖추고 있습니다.
ah94-tutorials:ah94tut_intro:-1985220033,Text from a tutorial.,"The helicopter can be flown from either the rear pilot seat, or the front copilot gunner seat.",이 헬리콥터는 후방 조종사석과 전방 부조종사(사수)석 어느 쪽에서도 조종할 수 있습니다.
ah94-tutorials:ah94tut_intro:1196723661,Text from a tutorial.,You can decide how to split up responsibilities.,역할 분담은 여러분이 자유롭게 정하면 됩니다.
ah94-tutorials:ah94tut_intro:-1074204169,Text from a tutorial.,"Now, let's quickly go over each of the components in the cockpit.",이제 조종석의 각 구성 요소를 빠르게 살펴보겠습니다.
ah94-tutorials:ah94tut_intro:1907761766,Text from a tutorial.,Main Battery,주 배터리
ah94-tutorials:ah94tut_intro:1142499294,Text from a tutorial.,APU Switch,APU 스위치
ah94-tutorials:ah94tut_intro:49749272,Text from a tutorial.,Engine Starters,엔진 시동 장치
ah94-tutorials:ah94tut_intro:1141160697,Text from a tutorial.,Comms Panel,통신 패널
ah94-tutorials:ah94tut_intro:256218186,Text from a tutorial.,Multi-function Displays (MFDs),다기능 표시장치(MFD)
ah94-tutorials:ah94tut_intro:1981821705,Text from a tutorial.,Up-front Display (UFD),전면 표시장치(UFD)
ah94-tutorials:ah94tut_intro:-1254142523,Text from a tutorial.,Radar Warning Receiver (RWR),레이더 경보 수신기(RWR)
ah94-tutorials:ah94tut_intro:180828969,Text from a tutorial.,Attitude Indicator,자세계
ah94-tutorials:ah94tut_intro:270913576,Text from a tutorial.,VSI,수직 속도계(VSI)
ah94-tutorials:ah94tut_intro:1363486210,Text from a tutorial.,Gauges,게이지
ah94-tutorials:ah94tut_intro:1750669213,Text from a tutorial.,Master Armament,무장 안전 스위치(마스터 암)
ah94-tutorials:ah94tut_intro:-119708538,Text from a tutorial.,Head Mounted Display (HMD),헬멧 장착 디스플레이(HMD)
ah94-tutorials:ah94tut_intro:-1651002835,Text from a tutorial.,Lights,조명
ah94-tutorials:ah94tut_intro:-717672991,Text from a tutorial.,Rotor Fold,로터 접기
ah94-tutorials:ah94tut_intro:1560422243,Text from a tutorial.,Rotor Brake,로터 브레이크
ah94-tutorials:ah94tut_intro:239096644,Text from a tutorial.,Flight Control Indicator,비행 조종 표시기
ah94-tutorials:ah94tut_intro:-947816217,Text from a tutorial.,Parking Brake,주차 브레이크
ah94-tutorials:ah94tut_intro:-364413396,Text from a tutorial.,Landing Gear,착륙 장치(랜딩 기어)
ah94-tutorials:ah94tut_intro:1071956107,Text from a tutorial.,Countermeasure Count,기만 장비 잔량
ah94-tutorials:ah94tut_intro:-1993091261,Text from a tutorial.,Power Lever,파워 레버
ah94-tutorials:ah94tut_intro:-1227118498,Text from a tutorial.,Stores Jettison Panel,무장 투하 패널
ah94-tutorials:ah94tut_intro:-769882903,Text from a tutorial.,MP3 Player,MP3 플레이어
ah94-tutorials:ah94tut_intro:-1369241671,Text from a tutorial.,"Finally, and most importantly,
the flight controls...","마지막으로, 가장 중요한
비행 조종 장치입니다..."
ah94-tutorials:ah94tut_intro:-190358438,Text from a tutorial.,Collective,콜렉티브
ah94-tutorials:ah94tut_intro:16158667,Text from a tutorial.,Cyclic,사이클릭
ah94-tutorials:ah94tut_intro:1181564828,Text from a tutorial.,Anti-Torque Pedals,반토크 페달
ah94-tutorials:ah94tut_intro:2100509273,Text from a tutorial.,Switch Seat,좌석 변경
ah94-tutorials:ah94tut_intro:1660567099,Text from a tutorial.,TEDAC,TEDAC
ah94-tutorials:ah94tut_intro:1874783894,Text from a tutorial.,Used to control weapons and sensors,무장과 센서를 조작하는 데 사용합니다.
ah94-tutorials:ah94tut_intro:1122558785,Text from a tutorial.,"This concludes the general overview of the AH-94 cockpit. 
You can move on to the next session to learn about how to get this thing started","이것으로 AH-94 조종석의 전반적인 소개를 마칩니다.
다음 세션으로 넘어가면 이 기체의 시동 방법을 배울 수 있습니다."
ah94-tutorials:ah94tut_startup:1128922264,Text from a tutorial.,"Welcome back. 
In this session, we'll go over the start up and shut down procedures.","어서 오세요.
이번 훈련에서는 시동 및 종료 절차를 살펴보겠습니다."
ah94-tutorials:ah94tut_startup:1034936170,Text from a tutorial.,Close Door,문 닫기
ah94-tutorials:ah94tut_startup:-1646413177,Text from a tutorial.,"Before starting up, let's make sure everythings in the right state.",시동을 걸기 전에 모든 것이 올바른 상태인지 확인해 봅시다.
ah94-tutorials:ah94tut_startup:82369606,Text from a tutorial.,Power OFF,전원 꺼짐
ah94-tutorials:ah94tut_startup:1470929646,Text from a tutorial.,Collective DOWN,콜렉티브 내림
ah94-tutorials:ah94tut_startup:1804128206,Text from a tutorial.,Parking Brake ON,주차 브레이크 켜기
ah94-tutorials:ah94tut_startup:110275040,Text from a tutorial.,Rotor Fold OFF,로터 접기 해제
ah94-tutorials:ah94tut_startup:-60114957,Text from a tutorial.,Main Battery ON,메인 배터리 켜기
ah94-tutorials:ah94tut_startup:-2082845684,Text from a tutorial.,This will supply power to all of the aircraft's electrical components.,이걸로 기체의 모든 전자장비에 전원을 공급합니다.
ah94-tutorials:ah94tut_startup:-1262370107,Text from a tutorial.,APU ON,APU 켜기
ah94-tutorials:ah94tut_startup:2044839981,Text from a tutorial.,The engine starters use up a lot of power so we're gonna need the APU to keep the battery charged.,"엔진 스타터는 전력을 많이 소모하므로, 배터리 충전을 유지하려면 APU가 필요합니다."
ah94-tutorials:ah94tut_startup:77535439,Text from a tutorial.,Turn on UFD,UFD 켜기
ah94-tutorials:ah94tut_startup:802677574,Text from a tutorial.,Display STAT,STAT 표시
ah94-tutorials:ah94tut_startup:343282393,Text from a tutorial.,Engine/Rotor Status,엔진/로터 상태
ah94-tutorials:ah94tut_startup:-2011786336,Text from a tutorial.,Rotor Brake OFF,로터 브레이크 해제
ah94-tutorials:ah94tut_startup:-586267315,Text from a tutorial.,Left Starter ON,좌측 스타터 켜기
ah94-tutorials:ah94tut_startup:-755391735,Text from a tutorial.,This system will spin up the turbine to a suitable RPM to begin combustion.,이 장치는 연소를 시작할 수 있도록 터빈을 적절한 RPM까지 회전시켜 줍니다.
ah94-tutorials:ah94tut_startup:1659883589,Text from a tutorial.,Running two starters can often overload the power supply so I'd start one at a time.,스타터 두 개를 동시에 가동하면 전원 공급이 과부하될 수 있으니 한 번에 하나씩 켜는 것이 좋습니다.
ah94-tutorials:ah94tut_startup:840356780,Text from a tutorial.,Spool to 10-12%,10-12%까지 상승
ah94-tutorials:ah94tut_startup:815576579,Text from a tutorial.,Power Lever IDLE,파워 레버 IDLE 위치로
ah94-tutorials:ah94tut_startup:937278904,Text from a tutorial.,The starter  will run the turbine up to about 30% and automatically shut itself off.,스타터는 터빈을 약 30%까지 회전시킨 뒤 자동으로 꺼집니다.
ah94-tutorials:ah94tut_startup:1462518884,Text from a tutorial.,Starter Indicator,스타터 표시등
ah94-tutorials:ah94tut_startup:-808588756,Text from a tutorial.,Right Starter ON,우측 스타터 켜기
ah94-tutorials:ah94tut_startup:368229976,Text from a tutorial.,"Great, now both engines are fired up and running stable at idle.",좋습니다. 이제 두 엔진 모두 시동이 걸려 공회전 상태로 안정적으로 작동 중입니다.
ah94-tutorials:ah94tut_startup:1013008207,Text from a tutorial.,Power Lever FLIGHT,파워 레버 FLIGHT 위치로
ah94-tutorials:ah94tut_startup:-440988520,Text from a tutorial.,Watch Rotor RPM,로터 RPM을 확인하세요.
ah94-tutorials:ah94tut_startup:-942756284,Text from a tutorial.,"You don't need to worry about
 applying the the proper throttle to maintain rotor RPM.","로터 RPM 유지를 위해
스로틀을 직접 조절할 필요는 없습니다."
ah94-tutorials:ah94tut_startup:963997311,Text from a tutorial.,Just leave the power lever in the flight position and the system handles it for you.,파워 레버를 비행(FLIGHT) 위치에 두면 시스템이 알아서 처리해 줍니다.
ah94-tutorials:ah94tut_startup:-1751880937,Text from a tutorial.,APU OFF,APU 끄기
ah94-tutorials:ah94tut_startup:-827232670,Text from a tutorial.,Turn ON,켜기
ah94-tutorials:ah94tut_startup:-1779762556,Text from a tutorial.,HMD ON,HMD 켜기
ah94-tutorials:ah94tut_startup:-1473571446,Text from a tutorial.,"At this point, the helicopter is ready to take off!",이제 헬리콥터가 이륙할 준비를 마쳤습니다!
ah94-tutorials:ah94tut_startup:37837222,Text from a tutorial.,"We can practice taking off and hovering in another session, so let's go over the shut down procedure.","이륙과 호버링은 다른 훈련에서 연습하기로 하고, 이제 시동 종료 절차를 살펴봅시다."
ah94-tutorials:ah94tut_startup:-47447016,Text from a tutorial.,Turn OFF,끄기
ah94-tutorials:ah94tut_startup:1313663526,Text from a tutorial.,HMD OFF,HMD 끄기
ah94-tutorials:ah94tut_startup:-2028233962,Text from a tutorial.,UFD OFF,UFD 끄기
ah94-tutorials:ah94tut_startup:-1101578338,Text from a tutorial.,Power Lever OFF,파워 레버 OFF 위치로
ah94-tutorials:ah94tut_startup:-2136612091,Text from a tutorial.,Engines shutting down,엔진 정지 중
ah94-tutorials:ah94tut_startup:-1611741902,Text from a tutorial.,Rotor Brake ON,로터 브레이크 켜기
ah94-tutorials:ah94tut_startup:-901397587,Text from a tutorial.,Main Battery OFF,메인 배터리 끄기
ah94-tutorials:ah94tut_startup:-597259220,Text from a tutorial.,And that's it!  This concludes the AH-94 start up and shutdown procedures.  See you next time.,끝났습니다! 이것으로 AH-94 시동 및 종료 절차를 마칩니다. 다음에 만나요.
ah94-tutorials:ah94tut_wpnTads:-1450007236,Text from a tutorial.,Welcome!  Today we'll learn about the TADS and how to use the gun along side it.,어서 오세요! 오늘은 TADS 사용법과 이를 활용한 기관포 운용을 배워보겠습니다.
ah94-tutorials:ah94tut_wpnTads:-1348062166,Text from a tutorial.,"To make things easy, we can do this all here on the ground so you don't have to worry about flying.",쉽게 진행할 수 있도록 지상에서 모두 해볼 것이므로 비행 걱정은 하지 않아도 됩니다.
ah94-tutorials:ah94tut_wpnTads:2100509273,Text from a tutorial.,Switch Seat,좌석 전환
ah94-tutorials:ah94tut_wpnTads:-1392231876,Text from a tutorial.,Battery ON,배터리 켜기
ah94-tutorials:ah94tut_wpnTads:-1262370107,Text from a tutorial.,APU ON,APU 켜기
ah94-tutorials:ah94tut_wpnTads:-827232670,Text from a tutorial.,Turn ON,켜기
ah94-tutorials:ah94tut_wpnTads:-701257300,Text from a tutorial.,"For this tutorial, let's turn on some hints so you can see what the controls do.",이번 튜토리얼에서는 조작 방법을 알 수 있도록 힌트를 켜보겠습니다.
ah94-tutorials:ah94tut_wpnTads:-301480733,Text from a tutorial.,Open OPTION,옵션 열기
ah94-tutorials:ah94tut_wpnTads:1394205321,Text from a tutorial.,Enable,활성화
ah94-tutorials:ah94tut_wpnTads:351895004,Text from a tutorial.,"This will show labels when you grab the collective, cyclic, or TEDAC, and can be on or off at any time.","콜렉티브, 사이클릭, TEDAC을 잡을 때 라벨이 표시되며, 언제든지 켜고 끌 수 있습니다."
