Key,Description,en,korean
settingDescription_Flight Control Haptics,The description of a game option.,Set the intensity of joystick/throttle haptic feedback.,조이스틱/스로틀 햅틱 피드백의 강도를 설정합니다.
setting_Hide FPV Helmet,The name of a game option.,Hide FPV Helmet,1인칭 헬멧 숨기기 설정
settingDescription_Hide FPV Helmet,The description of a game option.,Don't show the pilot helmet from first person view.,1인칭 시점에서 조종사의 헬멧을 숨깁니다.
setting_Fullscreen NVG,The name of a game option.,Fullscreen NVG,야간투시경 설정
settingDescription_Fullscreen NVG,The description of a game option.,Apply NVG effect to full field of view.,야간 투시경 효과를 전체 시야에 적용합니다.
setting_Multi-Display Mode,The name of a game option.,Multi-Display Mode,다중 디스플레이 설정
settingDescription_Multi-Display Mode,The description of a game option.,Display spectator camera on the second display.,두 번째 디스플레이에 관전 카메라를 표시합니다.
setting_BGM Volume,The name of a game option.,BGM Volume,배경 음악 볼륨 설정
settingDescription_BGM Volume,The description of a game option.,The volume of background music in menus and missions.,메뉴 및 미션에서 배경음악의 볼륨 설정입니다.
setting_Voice Volume,The name of a game option.,Voice Volume,음성 볼륨 설정
settingDescription_Voice Volume,The description of a game option.,The volume of incoming unfiltered voice chat.,음성 채팅의 볼륨 설정입니다.
setting_Skeleton Fingers,The name of a game option.,Skeleton Fingers,핸드 트레킹 설정
settingDescription_Skeleton Fingers,The description of a game option.,Animate hand poses using SteamVR's skeleton poses feature. Recommended for Index controllers only.,SteamVR의 스켈레톤 포즈 기능을 사용하여 손 포즈를 애니메이션합니다. 인덱스 컨트롤러에만 권장됩니다.
setting_Test Quicksave,The name of a game option.,Test Quicksave,실험적 빠른 저장 설정
settingDescription_Test Quicksave,The description of a game option.,Opt-in to test the quicksave/load feature. Please report issues to developer.,실험적 기능: 빠른 저장/로드 기능을 테스트하려면 옵션을 선택합니다.
setting_Cloud Diagnostics,The name of a game option.,Cloud Diagnostics,클라우드 진단 설정
settingDescription_Cloud Diagnostics,The description of a game option.,Opt-in to allow anonymous error reports to be automatically sent to the developer.,익명의 오류 보고서가 개발자에게 자동으로 전송되도록 허용합니다.
setting_Persistent Seat Position,The name of a game option.,Persistent Seat Position,좌석 위치 유지 설정
settingDescription_Persistent Seat Position,The description of a game option.,Attempt to recall the seated position when starting the game.,마지막 좌석 위치를 자동으로 불러오도록 설정 합니다.
pilotSelect_totalFlightTime,Title for label showing the player's total flight time.,Total Flight Time,총 비행 시간
pilotSelect_lastVehicle,Title for label showing the vehicle the player has most recently flown.,Last Vehicle,마지막 탑승 기체
setting_enabled,Label for an enabled option in settings UI,ON,켜기
setting_disabled,Label for a disabled option in settings UI,OFF,끄기
s_scenarios,,Scenarios,시나리오
s_campaigns,,Campaigns,켐페인
s_maps,,Maps,지도
err_LogSteam,Error message for workshop browser,Must be logged into Steam!,Steam에 로그인해야합니다!
err_wsConnect,Error message for workshop browser,Failed to connect to Steam Workshop!,Steam 창작 마당에 연결하지 못했습니다!
err_scenarioNotFound,Error message for workshop browser,Scenario not found!,시나리오를 찾지 못했습니다.
err_version,Error message for workshop browser,Incompatible game version!,호환되지 않는 게임 버전!
vehicleConfig_denyOverBudget,Denial message for vehicle configurator,OVER BUDGET,예산을 초과하였습니다.
vehicleConfig_repairOverBudget,Denial message for vehicle configurator,Insufficient funds to repair.,수리 할 자금이 부족합니다.
briefingUI_configure,Start button in mission briefing,Configure,설정
briefingUI_fly,Start button in mission briefing,Fly,출격
mfd_home,MFD home page button,Home,홈
env_morning,Environment setting,Morning,아침
env_day,Environment setting,Day,낮
env_night,Environment setting,Night,밤
credits_credits,Credits string,Credits,크레딧
credits_developer,Credits string,Developer,개발자
credits_programming,Credits string,Programming,프로그래밍
credits_modelling,Credits string,Modelling,모델링
credits_music,Credits string,Music,음악
credits_voices,Credits string,Voices,성우
credits_wingmen,Credits string,Wingmen,윙맨
credits_groundCrew,Credits string,Ground Crew,지상 크루
credits_awacs,Credits string,AWACS,항공 조기 경보기
credits_atc,Credits string,,
credits_pvtTesting,Credits string,Private Testing Volunteers,개인 테스트 자원 봉사자
credits_translation,Credits string,Translation,번역
credits_thanks,Credits string,"Special Thanks
to everyone participating in
the public_testing branch!","public_testing 
브랜치에 참여 해주신 모든 분들께
 감사드립니다!"
mission_completed,x completed.' end-mission entry.,completed.,완료.
mission_failed,x failed.' end-mission entry.,failed.,실패.
mission_hasReached,{unit} has reached {waypoint}' end-mission entry for protect objective.  Must contain {0} and {1} variable indices.,{0} has reached {1}.,{0}이 (가) {1}에 도달했습니다.
mission_vehicleDestroyed,End-mission entry for when vehicle was destroyed.,Vehicle was destroyed.,장비가 파괴되었습니다.
mission_ejected,End-mission entry for when pilot ejects.,Pilot has ejected.,파일럿이 긴급 탈출했습니다.
mission_killedGForces,End-mission entry for when killed by g-forces,Killed by G-Forces,중력가속도에 의해 사망
mission_minimum,Short for 'minimum' in objective description with multiple targets.,Min:,최소:
mission_targetDestroyed,Reason for failing a Join mission (target waypoint unit was killed),target destroyed,대상이 파괴되었습니다.
mission_failedToDefend,Reason for failing a Protect objective. Must contain variable index {0},Failed to defend {0},{0}을 (를) 방어하지 못했습니다.
s_endMission_minsAgo,Label for quickload button 'minutes ago' in end-mission display 'Quick Load (x mins ago)',mins ago,분 전
av42c_tutorials:tut_av42c_agm:-950955607,Text from a tutorial.,Welcome to the air-to-ground missile tutorial!,공대지 미사일 튜토리얼에 오신 것을 환영합니다!
av42c_tutorials:tut_av42c_agm:-628587264,Text from a tutorial.,Air-to-ground missiles (AGM) are useful for precisely hitting light to medium armored ground targets,공대지 미사일 (AGM)은 경장갑에서 중장갑 지상 목표물을 정확하게 타격하는 데 유용합니다.
av42c_tutorials:tut_av42c_agm:900650531,Text from a tutorial.,Open TGP,TGP 페이지를 여십시오.
av42c_tutorials:tut_av42c_agm:1129220644,Text from a tutorial.,Power On,전원 켜기
av42c_tutorials:tut_av42c_agm:-825542407,Text from a tutorial.,You will use the TGP to designate targets for the AGMs,TGP를 사용하여 AGM의 대상을 지정합니다.
av42c_tutorials:tut_av42c_agm:40209151,Text from a tutorial.,Arm weapons,무기를 무장하세요
av42c_tutorials:tut_av42c_agm:-1923603361,Text from a tutorial.,Switch to AGM-114,AGM-114로 전환하세요
av42c_tutorials:tut_av42c_agm:-1227908506,Text from a tutorial.,"These are small, laser-guided, anti-tank missiles",소형 레이저 유도 대전차 미사일입니다
av42c_tutorials:tut_av42c_agm:-355933041,Text from a tutorial.,"Since they home in on the laser point emitted by your TGP, you must maintain line of sight to the target until it hits",TGP에서 방출되는 레이저를 따라 유도 되기 때문에 목표물에 도달 할 때까지 시야를 유지해야합니다
av42c_tutorials:tut_av42c_agm:50344960,Text from a tutorial.,"To fire it, designate a target using the TGP, point your aircraft at the target until the missile locks on, then pull the trigger to fire",발사하려면 TGP를 사용하여 표적을 지정하고 항공기가 표적을 향하게 해서 락온이 되게 하고 방아쇠를 당겨 발사하십시오.
av42c_tutorials:tut_av42c_agm:-1360693668,Text from a tutorial.,"You can also switch the missile seeker's uncage mode to MANUAL, which will allow you to fire at targets off boresight",또한 미사일 시커의 언케이지 모드를 수동으로 전환하여 시야각을 벗어난 목표물을 향해 발사 할 수 있습니다.
av42c_tutorials:tut_av42c_agm:-1503618759,Text from a tutorial.,"In MANUAL mode, you hold the trigger to uncage the seeker, then press the weapon switch button to fire",수동 모드에선 방아쇠를 눌러 시커를 풀고 무기 스위치 버튼을 눌러 발사합니다.
av42c_tutorials:tut_av42c_agm:1042911135,Text from a tutorial.,Try shooting the targets around the mission waypoint using the AGM-114,AGM-114를 사용하여 미션 웨이 포인트 주변의 목표물을 쏴보십시오
av42c_tutorials:tut_av42c_agm:1384660116,Text from a tutorial.,"Remember, you need to maintain line of sight with your TGP in order to guide the missile to the target",미사일을 목표물로 유도하려면 TGP로 시선을 유지해야합니다.
av42c_tutorials:tut_av42c_agm:1453428147,Text from a tutorial.,Great! Now switch to the AGM-65,잘 하셨습니다! 이제 AGM-65로 전환하십시오.
av42c_tutorials:tut_av42c_agm:-1735708293,Text from a tutorial.,"This is a larger, slightly heavier hitting anti-tank missile with a more advanced optical seeker","이것은 더 크고 약간 더 무거운 대전차 미사일로, 더 진보된 광학 탐색기를 가지고 있습니다."
av42c_tutorials:tut_av42c_agm:-2052818574,Text from a tutorial.,"With this type of missile, you do not need to maintain a lock on the target after you fire at it",이런 유형의 미사일은 발사 후 목표물에 잠금을 유지할 필요가 없습니다.
av42c_tutorials:tut_av42c_agm:798779502,Text from a tutorial.,"The fire-and-forget capability allows you to fire at multiple targets in one pass, or take cover after firing",발사 후 망각 기능 덕분에 한번에 여러 목표물을 동시에 타격하거나 사격 후 바로 엄폐할수 있습니다.
av42c_tutorials:tut_av42c_agm:256667487,Text from a tutorial.,Try taking down the targets at the next waypoint and practice taking advantage of the fire-and-forget capability,다음 경유지에서 목표를 공격하며 발사 후 망각 기능을 활용하는 연습을 해보세요.
av42c_tutorials:tut_av42c_agm:-568562802,Text from a tutorial.,Nice shooting!  This concludes the air-to-ground missile tutorial,나이스 샷! 이것으로 공대지 미사일 튜토리얼은 종료입니다.
fa26b_tutorials:tut_26_radar:-1152007029,Text from a tutorial.,Welcome to the Radar tutorial for the F/A-26,F/A-26 레이더 훈련에 오신 것을 환영합니다.
fa26b_tutorials:tut_26_radar:-1256886870,Text from a tutorial.,"Today, you will learn how to use the radar to find and track other aircraft, as well as designate targets for air to air missiles",오늘은 레이더를 사용해서 다른 항공기를 찾고 추적하고 공대공 미사일의 목표물을 지정하는 방법을 배울 것입니다.
fa26b_tutorials:tut_26_radar:12089749,Text from a tutorial.,Open the RADAR MFD page,레이더 MFD 페이지를 엽니다.
fa26b_tutorials:tut_26_radar:-1499035627,Text from a tutorial.,Turn ON the radar,레이더를 켜세요.
fa26b_tutorials:tut_26_radar:168404510,Text from a tutorial.,The display shows you a compressed representation of the radar's 120 degree field of view,디스플레이에는 레이더의 120도 시야에 대한 표시가 나타납니다.
fa26b_tutorials:tut_26_radar:-1576442623,Text from a tutorial.,The displayed range can be adjusted using the R+ and R- buttons,표시되는 범위는 거리+버튼과 거리-버튼을 사용하여 조정할 수 있습니다.
fa26b_tutorials:tut_26_radar:1184134746,Text from a tutorial.,Press R+ repeatedly until the display is at max range,표시 범위가 최대가 될 때까지 거리+를 반복해 누릅니다.
fa26b_tutorials:tut_26_radar:636060045,Text from a tutorial.,"As the radar sweeps over other aircraft, they will be displayed as blue icons for friends and orange icons for foes","레이더가 다른 항공기를 스캔하면 아군은 파란색, 적은 주황색 아이콘으로 표시됩니다."
fa26b_tutorials:tut_26_radar:566777240,Text from a tutorial.,The left/right SCAN ANGLE can also be adjusted to allow the radar to scan more rapidly but in a smaller slice of the sky,좌우 스캔 각도를 조정하여 레이더를 좁지만 더 자주 스캔할 수 있도록 할 수 있습니다.
